Genus,Number of sequences
Oleiagrimonas,6
Oleibacter,24
Oleiphilus,36
Oleispira,30
Oleomonas,1
Oligella,17
Oligoflexus,31
Oligosphaera,4
Oligotropha,6
Olivibacter,36
Olleya,23
Olsenella,94
OM27_clade,304
OM43_clade,131
OM60(NOR5)_clade,211
OM75_clade,32
Opitutus,106
Orbus,5
Orenia,19
Oribacterium,154
Oricola,4
Orientia,16
Ornatilinea,25
Ornithinibacillus,23
Ornithinibacter,10
Ornithinicoccus,18
Ornithinimicrobium,42
Ornithobacterium,40
Orrella,4
Oryzihumus,20
Oscillatoria,1
Oscillatoria_PCC-10802,21
Oscillatoria_PCC-6304,21
Oscillatoria_SAG_1459-8,6
Oscillatoria_SAG8.92,2
Oscillibacter,272
Oscillochloris,5
Oscillospira,29
Otariodibacter,98
Ottowia,95
Owenweeksia,35
Oxalicibacterium,20
Oxalobacter,28
Oxalophagus,3
Oxobacter,62
Oxynema_BDU_92071,5
p-1088-a5_gut_group,41
P3OB-42,268
P3OB-51,3
Pacificibacter,4
Paenalcaligenes,22
Paenarthrobacter,162
Paenibacillus,2903
Paeniclostridium,60
Paeniglutamicibacter,62
Paenirhodobacter,9
Paenisporosarcina,57
Paenochrobactrum,14
Pajaroellobacter,128
Palaeococcus,10
Palleronia-Pseudomaribius,11
Paludibacter,153
Paludibacterium,23
Paludicola,29
Paludisphaera,25
Panacagrimonas,14
Pandoraea,132
Pannonibacter,33
Pantalinema,4
Pantoea,1018
Papillibacter,73
Parabacteroides,472
Parablastomonas,5
Parachlamydia,8
Paraclostridium,108
Paracoccus,560
Paracraurococcus,2
Paradevosia,2
Paraeggerthella,7
Parafilimonas,20
Parafrigoribacterium,47
Paraglaciecola,79
Parahaliea,25
Paraherbaspirillum,2
Paralactobacillus,3
Paralcaligenes,4
Paraliobacillus,26
Paramaledivibacter,20
Paramesorhizobium,5
Paramoritella,7
Paraoerskovia,10
Parapedobacter,51
Paraperlucidibaca,5
Paraprevotella,43
Parapusillimonas,54
Pararhodospirillum,5
Parascardovia,5
Parasediminibacterium,11
Parasegetibacter,17
Parasphingopyxis,8
Parasporobacterium,1
Parasutterella,134
Parvibacter,6
Parvibaculum,49
Parvibium,7
Parvimonas,98
Parviterribacter,13
Parvularcula,23
Pasteurella,326
Pasteuria,23
Patulibacter,17
Paucibacter,54
Paucilactobacillus,32
Paucimonas,6
Paucisalibacillus,10
Pectinatus,14
Pectobacterium,349
Pediococcus,304
Pedobacter,542
Pedococcus-Phycicoccus,34
Pedomicrobium,163
Pedosphaera,12
Pelagibaca,11
Pelagibacterium,44
Pelagibius,44
Pelagicoccus,19
Pelagicola,7
Pelagimonas,6
Pelagirhabdus,3
Pelistega,10
Pelobacter,5
Pelobium,4
Pelolinea,47
Pelomonas,89
Pelosinus,114
Pelospora,22
Pelotomaculum,67
Peptoanaerobacter,2
Peptoclostridium,165
Peptococcus,51
Peptoniphilus,207
Peptostreptococcus,58
Peredibacter,154
Perexilibacter,3
Perlucidibaca,7
Permianibacter,3
Persephonella,16
Persicirhabdus,32
Persicitalea,17
Persicobacter,7
Perspicuibacter,4
Petalonema_ANT.LG2.8,8
Petrimonas,49
Petrotoga,17
Phaeobacter,138
Phaeochromatium,2
Phaeocystidibacter,7
Phaeodactylibacter,179
Phaeospirillum,11
Phaeovibrio,1
Phascolarctobacterium,209
Phaselicystis,102
Phaseolibacter,3
Phenylobacterium,173
Phocaeicola,3
Phocea,4
Phocoenobacter,141
Phoenicibacter,9
Phorcysia,1
Phormidesmis_ANT.L52.6,26
Phormidesmis_ANT.LACV5.1,37
Phormidium_CYN64,13
Phormidium_ETS-05,5
Phormidium_IAM_M-71,17
Phormidium_MBIC10002,3
Phormidium_MBIC10003,42
Phormidium_SAG_37.90,16
Phormidium_SAG_81.79,2
Photobacterium,395
Photorhabdus,103
Phreatobacter,50
Phycisphaera,19
Phyllobacterium,107
Phyllonema_CENA325,2
Phytoactinopolyspora,10
Phytohabitans,13
Phytomonospora,2
Pibocella,7
Picrophilus,2
Pigmentiphaga,21
Pilibacter,7
Pilimelia,5
Pir1_lineage,7
Pir2_lineage,10
Pir3_lineage,7
Pir4_lineage,546
Pirellula,412
Piscibacillus,11
Piscicoccus,2
Pisciglobus,3
Piscinibacter,22
Piscirickettsia,129
pItb-vmat-59,10
Planctomicrobium,77
Planctopirus,70
Planifilum,14
Planktomarina,111
Planktosalinus,12
Planktotalea,25
Planktothricoides_SR001,9
Planktothrix_NIVA-CYA_15,66
Planobispora,4
Planococcus,270
Planomicrobium,128
Planomonospora,10
Planosporangium,5
Planotetraspora,14
Plantactinospora,23
Plantibacter,20
Plasticicumulans,7
Plastorhodobacter,4
Pleionea,4
Pleomorphomonas,15
Plesiocystis,5
Plesiomonas,128
Pleurocapsa_PCC-7319,62
Pleurocapsa_PCC-7327,7
Plot4-2H12,3
Pluralibacter,20
pLW-20,21
PMMR1,22
Polaribacter,207
Polaromonas,192
Polyangium,24
Polycladomyces,3
Polycyclovorans,39
Polymorphobacter,30
Polymorphospora,1
Polymorphum,2
Polynucleobacter,169
Pontibaca,4
Pontibacillus,27
Pontibacter,179
Pontibacterium,3
Ponticaulis,9
Ponticoccus,23
Pontimonas,3
Pontivivens,13
Porphyrobacter,97
Porphyromonas,714
Portibacter,34
Porticoccus,43
Poseidonibacter,5
Poseidonocella,2
possible_genus_02,13
possible_genus_03,8
possible_genus_04,20
possible_genus_05,51
possible_genus_06,2
possible_genus_Sk003-Sk004,9
possible_genus_Sk018,4
Postechiella,3
Potamolinea_1PC,6
Povalibacter,3
Pragia,23
Prauserella,28
Prevotella,2199
Prevotella_7,558
Prevotella_9,1041
Prevotellaceae_Ga6A1_group,21
Prevotellaceae_NK3B31_group,115
Prevotellaceae_UCG-001,321
Prevotellaceae_UCG-003,158
Prevotellaceae_UCG-004,100
Prevotellaceae_YAB2003_group,9
Pricia,10
Primorskyibacter,5
probable_genus_10,36
Procabacter,10
Prochlorococcus_MIT9313,138
Prochloron_P1-Palau,14
Prochlorothrix_PCC-9006,9
Profundibacterium,3
Profundimonas,22
Prolixibacter,14
Promicromonospora,70
Propionibacterium,91
Propionicicella,30
Propioniciclava,39
Propionicimonas,13
Propioniferax,3
Propionigenium,15
Propionimicrobium,6
Propionispira,4
Propionispora,7
Propionivibrio,76
Prosthecobacter,61
Prosthecochloris,26
Prosthecomicrobium,10
Proteiniborus,11
Proteiniclasticum,63
Proteiniphilum,276
Proteocatella,18
Proteus,356
Providencia,273
Pseudacidovorax,3
Pseudactinotalea,13
Pseudaestuariivita,2
Pseudahrensia,50
Pseudaminobacter,51
Pseudanabaena_NgrPSln22,3
Pseudanabaena_PCC-6802,4
Pseudanabaena_PCC-7367,10
Pseudanabaena_PCC-7403,2
Pseudanabaena_PCC-7429,38
Pseudarcicella,32
Pseudarcobacter,78
Pseudarthrobacter,468
Pseudenhygromyxa,7
Pseudoalteromonas,1119
Pseudobacteriovorax,7
Pseudobacteroides,9
Pseudobowmanella,3
Pseudobutyrivibrio,116
Pseudochelatococcus,14
Pseudochrobactrum,40
Pseudocitrobacter,28
Pseudoclavibacter,41
Pseudoclostridium,17
Pseudodonghicola,2
Pseudoduganella,8
Pseudoflavitalea,25
Pseudoflavonifractor,4
Pseudofulvibacter,129
Pseudofulvimonas,27
Pseudoglutamicibacter,4
Pseudogracilibacillus,18
Pseudogulbenkiania,21
Pseudohaliea,56
Pseudohalocynthiibacter,1
Pseudohoeflea,3
Pseudohongiella,218
Pseudokineococcus,5
Pseudolabrys,150
Pseudomaricurvus,2
Pseudomonas,9234
Pseudonocardia,380
Pseudooceanicola,38
Pseudooctadecabacter,2
Pseudopedobacter,21
Pseudopelagicola,1
Pseudopelobacter,7
Pseudophaeobacter,37
Pseudopropionibacterium,79
Pseudoramibacter,14
Pseudorhizobium,5
Pseudorhodobacter,74
Pseudorhodoferax,24
Pseudorhodoplanes,36
Pseudoroseicyclus,2
Pseudoruegeria,24
Pseudoscardovia,3
Pseudosphingobacterium,6
Pseudospirillum,4
Pseudosporangium,2
Pseudoteredinibacter,5
Pseudothermotoga,27
Pseudovibrio,67
Pseudoxanthobacter,6
Pseudoxanthomonas,174
Pseudozobellia,2
Psychrilyobacter,20
Psychrobacillus,64
Psychrobacter,621
Psychrobium,11
Psychroflexus,105
Psychroglaciecola,16
Psychromonas,92
Psychroserpens,35
Psychrosphaera,8
Puia,79
Pullulanibacillus,12
Puniceibacterium,6
Puniceicoccus,134
Pusillimonas,64
Pustulibacterium,1
Pygmaiobacter,13
Pyramidobacter,29
Pyrinomonas,4
Pyrobaculum,32
Pyrococcus,23
Pyrodictium,10
Pyruvatibacter,1
Pyxidicoccus,4
Qingshengfania,2
Qipengyuania,22
Quadrisphaera,41
Quatrionicoccus,3
Quinella,48
R76-B128,65
Rahnella,1
Rahnella1,92
Raineya,16
Raineyella,11
Ralstonia,484
Ramlibacter,184
Raoultella,180
Raoultibacter,16
Rapidithrix,10
Rarobacter,6
Rathayibacter,30
RB41,846
RBG-16-49-21,104
RBG-16-58-14,12
RCP1-48,14
RD011,7
Rehaibacterium,10
Reichenbachiella,26
Reinekea,34
Renibacterium,12
Reyranella,124
Rhabdanaerobium,1
Rhabdobacter,6
Rhabdochromatium,2
Rhabdothermus,2
Rheinheimera,227
Rhizobacter,174
Rhizocola,4
Rhizomicrobium,6
Rhizorhapis,54
Rhodanobacter,239
Rhodobaca,7
Rhodobacter,276
Rhodobaculum,40
Rhodobium,4
Rhodoblastus,15
Rhodocista,8
Rhodococcus,763
Rhodocyclus,4
Rhodocytophaga,30
Rhodoferax,352
Rhodoglobus,8
Rhodohalobacter,5
Rhodoligotrophos,5
Rhodoluna,18
Rhodomicrobium,65
Rhodonellum,2
Rhodopila,9
Rhodopirellula,292
Rhodoplanes,105
Rhodopseudomonas,121
Rhodospirillum,10
Rhodothalassium,6
Rhodothermus,18
Rhodovarius,19
Rhodovastum,21
Rhodovibrio,30
Rhodovulum,70
Rice_Cluster_I,33
Richelia_HH01,5
Rickettsia,163
Rickettsiella,35
Riemerella,55
Rikenella,40
Rikenellaceae_RC9_gut_group,1613
Risungbinella,4
Rivibacter,13
Rivicola,10
Rivularia_PCC-7116,46
Robbsia,15
Robertkochia,1
Robiginitalea,47
Robiginitomaculum,27
Robinsoniella,19
Rodentibacter,122
Romboutsia,340
Roseateles,26
Roseburia,1595
Roseiarcus,48
Roseibaca,13
Roseibacillus,63
Roseibacterium,35
Roseibium,6
Roseicitreum,1
Roseicyclus,12
Roseiflexus,32
Roseimarinus,81
Roseimaritima,9
Roseimicrobium,39
Roseinatronobacter,10
Roseisalinus,3
Roseisolibacter,8
Roseitalea,10
Roseivirga,14
Roseivivax,114
Rosenbergiella,38
Roseobacter,44
Roseobacter_clade_CHAB-I-5_lineage,27
Roseobacter_clade_Marinomonas_lineage,3
Roseobacter_clade_NAC11-7_lineage,92
Roseococcus,21
Roseofilum_AO1-A,9
Roseomonas,201
Roseospira,14
Roseospirillum,6
Roseovarius,223
Rothia,592
Rs-D38_termite_group,22
Rs-H88_termite_group,6
RS25G,2
RS62_marine_group,48
Ruania,5
Rubellimicrobium,94
Rubidibacter_KORDI_51-2,2
Rubidimonas,18
Rubinisphaera,27
Rubribacterium,19
Rubricoccus,2
Rubrimonas,10
Rubripirellula,54
Rubritalea,64
Rubritepida,13
Rubrivirga,11
Rubrivivax,29
Rubrobacter,261
Rudaea,8
Rudaeicoccus,1
Rudaibacter,1
Rudanella,6
Ruegeria,147
Rufibacter,26
Rugamonas,6
Rugosimonospora,2
RumEn_M2,13
Ruminiclostridium,277
Ruminobacter,47
Ruminococcus,1442
Ruminofilibacter,8
Rummeliibacillus,42
Runella,41
Rurimicrobium,6
s3t2d-1089,4
S5-A14a,25
S50_wastewater-sludge_group,5
Sabulilitoribacter,2
Saccharibacillus,18
Saccharibacter,5
Saccharicrinis,5
Saccharococcus,2
Saccharofermentans,201
Saccharolobus,51
Saccharomonospora,76
Saccharophagus,4
Saccharopolyspora,101
Saccharospirillum,18
Saccharothrix,60
Sagittula,19
Salana,5
Salarchaeum,3
Salegentibacter,86
Salibacterium,11
Salicola,16
Salilacibacter,2
Salimesophilobacter,3
Salimicrobium,32
Salinactinospora,1
Salinarchaeum,17
Salinarimonas,14
Salinibacillus,4
Salinibacter,1559
Salinibacterium,20
Salinicoccus,76
Salinicola,90
Salinigranum,20
Salinihabitans,3
Salinimicrobium,79
Salinimonas,23
Salininema,1
Salinirepens,12
Salinirubrum,4
Salinisphaera,43
Salinispira,12
Salinispirillum,2
Salinispora,40
Salinithrix,1
Salinivibrio,98
Salinivirga,54
Salipaludibacillus,96
Saliphagus,5
Salipiger,3
Salirhabdus,6
Salisaeta,10
Salisediminibacterium,7
Saliterribacillus,3
Salmonella,5327
Salsuginibacillus,5
Samsonia,1
Sandaracinobacter,19
Sandaracinus,46
Sandarakinorhabdus,9
Sanguibacter-Flavimobilis,52
Sanguibacteroides,8
Saprospira,14
SAR92_clade,97
Sarcina,169
Savagea,3
SBZC-1223,6
SC103,24
SCADC1-2-3,29
Scardovia,6
SCGC_AAA164-E04,23
SCGC-AB-539-J10,50
Schizothrix_LEGE_07164,10
Schlegelella,9
Schleiferia,48
Schleiferilactobacillus,14
Schlesneria,46
Schumannella,5
Schwartzia,9
Sciscionella,3
Scopulibacillus,4
Scytolyngbya_XSP1,2
Scytonema_PCC-7110,19
Scytonema_UCFS19,4
Scytonema_UTEX_2349,37
Scytonema_VB-61278,28
SD04E11,12
SDB,2
Sebaldella,7
Secundilactobacillus,45
Sedimentibacter,186
Sedimenticola,71
Sedimentitalea,45
Sediminibacillus,7
Sediminibacter,4
Sediminibacterium,95
Sediminicola,16
Sediminihabitans,1
Sediminimonas,20
Sediminispirochaeta,183
Sediminitomix,2
Sediminivirga,1
SEEP-SRB1,304
SEEP-SRB2,36
SEEP-SRB4,47
Segetibacter,128
Segniliparus,6
Seinonella,2
Selenihalanaerobacter,1
Seleniivibrio,3
Selenomonas,528
Sellimonas,33
Seminibacterium,1
Senegalimassilia,24
Seohaeicola,6
Seonamhaeicola,15
Serinibacter,4
Serinicoccus,10
Serratia,1359
SH-PL14,99
SH3-11,31
Sh765B-TzT-35,32
Sharpea,7
Shewanella,962
Shimazuella,18
Shimia,22
Shimwellia,32
Shinella,65
Shivajiella,3
Shuttleworthia,82
Siansivirga,5
Siccibacter,16
Siccirubricoccus,1
Sideroxydans,162
Silanimonas,19
Silicimonas,27
Silvanigrella,17
Silvimonas,6
Simiduia,8
Simkania,2
Simonsiella,16
Simplicispira,60
Singulisphaera,80
Sinibacillus,4
Sinobaca,4
Sinobacterium,8
Sinomicrobium,11
Sinomonas,44
Sinosporangium,3
Siphonobacter,9
Skermanella,66
Skermania,4
Slackia,52
SM1A02,283
SM23-31,31
Smaragdicoccus,8
Smithella,119
SN8,6
Sneathia,11
Sneathiella,31
Snodgrassella,25
Snowella_0TU37S04,12
Snuella,2
Sodalis,101
Soehngenia,33
Solibacillus,154
Solimonas,18
Solirubrobacter,183
Solitalea,37
Solobacterium,89
Soonwooa,5
Soortia,2
Sorangium,77
SP3-e08,19
Spelaeicoccus,2
Sphaerimonospora,6
Sphaerisporangium,48
Sphaerobacter,7
Sphaerochaeta,206
Sphaerospermopsis_BCCUSP55,29
Sphaerotilus,61
Sphingoaurantiacus,25
Sphingobacterium,402
Sphingobium,508
Sphingomicrobium,9
Sphingomonas,1809
Sphingopyxis,214
Sphingorhabdus,124
Sphingosinicella,13
Spinactinospora,1
Spiribacter,16
Spirilliplanes,2
Spirillospora,7
Spirillum,4
Spirochaeta,414
Spirochaeta_2,406
Spiroplasma,158
Spirosoma,140
Spirulina_CCC_Snake_P-Y-85,12
Spirulina_DRTO-55.2,4
Spirulina_P7,4
Spirulina_PCC-6313,6
Spirulina_PCC-9445,5
Spongiibacter,17
Spongiibacterium,7
Spongiiferula,2
Spongiimicrobium,5
Spongiimonas,7
Spongiispira,1
Spongiivirga,5
Sporacetigenium,11
Sporanaerobacter,27
Sporichthya,13
Sporobacter,14
Sporobacterium,1
Sporocytophaga,36
Sporohalobacter,4
Sporolactobacillus,67
Sporolituus,2
Sporomusa,104
Sporosarcina,279
Stackebrandtia,10
Stakelama,6
Stanieria_PCC-7437,6
Staphylococcus,6416
Staphylothermus,16
Stappia,18
Starkeya,13
Stella,12
Stenotrophobacter,104
Stenotrophomonas,1088
Stenoxybacter,3
Steroidobacter,157
Sterolibacterium,28
Stetteria,4
Stigmatella,14
Stigonema_SAG_48.90,31
Stomatobaculum,12
Streptacidiphilus,31
Streptoalloteichus,4
Streptobacillus,30
Streptococcus,7073
Streptohalobacillus,1
Streptomonospora,23
Streptomyces,6717
Streptosporangium,126
Stygiolobus,18
SU2_symbiont_group,9
Subdoligranulum,741
Subgroup_10,425
Subgroup_23,129
Subsaxibacter,17
Subsaximicrobium,4
Subtercola,18
Succinatimonas,9
Succiniclasticum,165
Succinimonas,12
Succinispira,6
Succinivibrio,141
Succinivibrionaceae_UCG-001,32
Succinivibrionaceae_UCG-002,11
Sufflavibacter,1
Sulfitobacter,279
Sulfobacillus,80
Sulfolobus,35
Sulfophobococcus,1
Sulfuricella,20
Sulfuricurvum,169
Sulfuriferula,54
Sulfuriflexus,2
Sulfurifustis,87
Sulfurihydrogenibium,56
Sulfurimonas,650
Sulfurirhabdus,17
Sulfurisoma,6
Sulfurisphaera,4
Sulfuritalea,161
Sulfuritortus,5
Sulfurivirga,6
Sulfurospirillum,184
Sulfurovum,1140
Sumerlaea,261
Sungkyunkwania,4
Sunxiuqinia,15
SUP05_cluster,228
Sutterella,117
Suttonella,10
SV1-3,3
Sva0081_sediment_group,206
Sva0996_marine_group,307
Swaminathania,4
SWB02,99
Symbiobacterium,24
Symphothece_PCC-7002,36
Symploca_PCC-8002,5
Symplocastrum_CPER-KK1,4
Synechococcus,1
Synechococcus_CC9902,177
Synechococcus_IR11,6
Synechococcus_MBIC10613,4
Synechococcus_PCC-6312,2
Synechococcus_PCC-7336,9
Synechococcus_PCC-7502,13
Synechococcus_PCC-7902,2
Synechococcus_PCC-7942,13
Synechocystis_BDHKU-20401,12
Synechocystis_CCALA_700,4
Synechocystis_PCC-6803,35
Synechocystis_SAG_90.79,3
Syner-01,48
Synergistes,4
Syntrophaceticus,20
Syntrophobacter,95
Syntrophobotulus,4
Syntrophococcus,54
Syntrophomonas,179
Syntrophorhabdus,168
Syntrophotalea,43
Syntrophothermus,7
Syntrophus,221
SZB85,13
T2WK15B57,2
Tabrizicola,53
Taeseokella,8
Tagaea,5
Tahibacter,24
Taibaiella,99
Tamaricihabitans,1
Tamlana,20
Tangfeifania,27
Tannerella,83
Tanticharoenia,5
Tardiphaga,17
Tateyamaria,39
Tatumella,49
Taylorella,33
Telluria,2
Tellurimicrobium,4
Telmatobacter,4
Telmatocola,5
Telmatospirillum,19
Temperatibacter,2
Tenacibaculum,246
Tenggerimyces,3
Tenuibacillus,3
Tepidamorphus,11
Tepidibacillus,6
Tepidibacter,16
Tepidicaulis,4
Tepidicella,3
Tepidimicrobium,75
Tepidimonas,29
Tepidiphilus,23
Tepidisphaera,7
Terasakiella,15
Terasakiispira,7
Teredinibacter,6
Termite_planctomycete_cluster,63
Termite_Treponema_cluster,261
Terrabacter,33
Terracidiphilus,9
Terracoccus,1
Terribacillus,29
Terriglobus,28
Terrilactibacillus,3
Terrimicrobium,50
Terrimonas,211
Terrisporobacter,110
Tersicoccus,4
Tessaracoccus,65
Testudinibacter,3
Tetragenococcus,51
Tetrasphaera,89
Texcoconibacillus,2
TG-45,2
Thalassobacillus,19
Thalassobaculum,13
Thalassobius,36
Thalassococcus,8
Thalassolituus,26
Thalassomonas,6
Thalassospira,106
Thalassotalea,106
Thauera,224
Thaumasiovibrio,16
Thermacetogenium,15
Thermaerobacter,11
Thermanaeromonas,14
Thermanaerothrix,2
Thermanaerovibrio,8
Thermasporomyces,1
Thermicanus,36
Thermincola,82
Thermithiobacillus,7
Thermoactinomyces,20
Thermoactinospora,1
Thermoanaerobacter,115
Thermoanaerobacterium,71
Thermoanaerobaculum,27
Thermobacillus,36
Thermobaculum,13
Thermobifida,22
Thermobispora,12
Thermobrachium,43
Thermocatellispora,3
Thermocladium,7
Thermoclostridium,31
Thermococcus,174
Thermocrinis,48
Thermocrispum,8
Thermodesulfatator,6
Thermodesulfitimonas,7
Thermodesulfobacterium,10
Thermodesulfobium,9
Thermodesulforhabdus,6
Thermodesulfovibrio,59
Thermodiscus,12
Thermofilum,46
Thermoflavifilum,4
Thermoflavimicrobium,7
Thermoflexibacter,7
Thermoflexus,51
Thermogemmatispora,8
Thermogladius,4
Thermogutta,17
Thermoleophilum,5
Thermolithobacter,13
Thermolongibacillus,2
Thermomarinilinea,11
Thermomicrobium,10
Thermomonas,130
Thermomonospora,12
Thermonema,5
Thermopallium,3
Thermopetrobacter,10
Thermophagus,1
Thermoplasma,11
Thermopolyspora,4
Thermoproteus,9
Thermorudis,2
Thermosinus,31
Thermosipho,37
Thermosphaera,9
Thermosporothrix,8
Thermostaphylospora,10
Thermostilla,1
Thermosulfidibacter,3
Thermosulfurimonas,2
Thermosulfuriphilus,1
Thermosynechococcus_BP-1,9
Thermosyntropha,9
Thermotalea,3
Thermotoga,28
Thermotomaculum,9
Thermotunica,2
Thermovibrio,7
Thermovirga,90
Thermus,186
Thioalbus,5
Thioalkalibacter,3
Thioalkalicoccus,3
Thioalkalimicrobium,14
Thioalkalispira-Sulfurivermis,60
Thioalkalivibrio,41
Thiobaca,3
Thiobacillus,277
Thiobacimonas,6
Thiobacter,5
Thiocapsa,24
Thioclava,22
Thiococcus,3
Thiocystis,19
Thiodictyon,5
Thiofaba,22
Thioflavicoccus,5
Thioflexothrix,10
Thiofractor,7
Thiogranum,66
Thiohalobacter,3
Thiohalocapsa,58
Thiohalomonas,10
Thiohalophilus,74
Thiohalorhabdus,34
Thiohalospira,6
Thiolamprovum,3
Thiolapillus,8
Thiomargarita,10
Thiomicrorhabdus,111
Thiomicrospira,31
Thiomonas,55
Thiophaeococcus,6
Thioploca,4
Thiopseudomonas,35
Thioreductor,7
Thiorhodococcus,11
Thiorhodospira,3
Thiorhodovibrio,5
Thiothrix,217
Thiovirga,47
Thiovulum,9
Thorsellia,3
Tianweitania,6
Tibeticola,5
Timonella,21
Tissierella,162
Tistlia,30
Tistrella,24
TM7a,79
TM7x,62
Tolumonas,32
Tolypothrix,89
Tomitella,6
Tonsilliphilus,2
TPD-58,18
Trabulsiella,23
Tranquillimonas,2
Treponema,1498
Trichlorobacter,34
Trichloromonas,12
Trichococcus,75
Trichocoleus_SAG_26.92,6
Trichodesmium_IMS101,41
Trichormus_HINDAK_2001-4,5
Tropheryma,3
Tropicibacter,34
Tropicihabitans,1
Tropicimonas,54
Truepera,230
Trueperella,37
Tsukamurella,53
Tuberibacillus,5
Tumebacillus,169
Tundrisphaera,65
Tunicatimonas,13
Turicella,19
Turicibacter,155
Turneriella,17
Tuwongella,7
Tuzzerella,33
TX1A-55,5
Tychonema_CCAP_1459-11B,58
Tyzzerella,389
U29-B03,19
UBA1819,40
UBA6140,17
UC5-1-2E3,4
UCG-001,16
UCG-002,511
UCG-003,71
UCG-004,187
UCG-005,1479
UCG-007,8
UCG-008,31
UCG-009,97
UCG-012,79
UCYN-C,2
UKL13-1,9
Uliginosibacterium,35
Ulvibacter,64
Umboniibacter,7
Umezawaea,3
Undibacterium,118
Urania-1B-19_marine_sediment_group,65
Ureaplasma,125
Ureibacillus,36
Ursidibacter,6
Uruburuella,4
UTBCD1,13
UTCFX1,41
V38,10
V9D2013_group,31
Vadicella,3
Vagococcus,55
Vallitalea,13
Vampirovibrio,21
Varibaculum,37
Variibacter,4
Variovorax,227
Varunaivibrio,3
Veillonella,821
Veillonellaceae_UCG-001,41
Venenivibrio,9
Ventosimonas,1
Verminephrobacter,32
Verruc-01,89
Verrucomicrobium,22
Verrucosispora,29
Verticiella,39
Vespertiliibacter,2
Vibrio,3893
Vibrionimonas,5
Vicinamibacter,24
Vicingus,67
Victivallis,18
Virgibacillus,207
Virgisporangium,11
Viridibacillus,9
Vitellibacter,23
Vitiosangium,2
Vitreoscilla,19
Vogesella,50
Volucribacter,5
Vulcanibacillus,16
Vulcaniibacterium,22
Vulcanisaeta,31
Vulcanithermus,1
Vulgatibacter,21
W5,53
W5053,87
Waddlia,7
Wandonia,7
Wangella,4
Wautersiella,3
wb1-A12,37
wb1-P19,54
WCHB1-32,176
WDS1C4,11
Weeksella,14
Weissella,346
Wenxinia,7
Wenyingzhuangia,15
Wenzhouxiangella,24
Wigglesworthia,6
Williamsia,38
Williamwhitmania,6
Wilmottia_Ant-Ph58,26
Winogradskyella,136
Woeseia,464
Wohlfahrtiimonas,6
Wolbachia,110
Wolinella,6
Woodsholea,2
Xanthobacter,44
Xanthomarina,6
Xanthomonas,522
XBB1006,17
Xenococcus_CRM,7
Xenococcus_PCC-7305,18
Xenophilus,9
Xenorhabdus,143
Xiangella,2
XY-R5,2
Xylanibacillus,5
Xylanibacterium,1
Xylanimicrobium,2
Xylanimonas,4
Xylella,69
Xylophilus,27
Yangia,21
Yaniella,8
YB-42,5
YC-ZSS-LKJ147,38
YC-ZSS-LKJ63,24
YC-ZSS-LKJ90,4
Yeosuana,3
Yersinia,711
Yimella,2
Yokenella,11
Yonghaparkia,6
Yoonia-Loktanella,121
Youhaiella,3
Youngiibacter,9
Youngimonas,4
YT-3,2
Yuhushiella,4
Z-35,20
Z114MB74,5
Z195MB87,4
Z20,37
Zavarzinella,8
Zavarzinia,2
Zeaxanthinibacter,22
Zhihengliuella,11
Zhizhongheella,4
Zhongshania,16
Zhouia,2
Zobellella,23
Zobellia,20
Zoogloea,136
Zooshikella,5
ZOR0006,40
Zunongwangia,18
Zymobacter,4
Zymomonas,55
Zymophilus,4
